shot_id_number,power_of_shot,knockout_match,game_season,is_goal,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1,area_of_shot_Center(C),area_of_shot_Left Side Center(LC),area_of_shot_Left Side(L),area_of_shot_Mid Ground(MG),area_of_shot_Right Side Center(RC),area_of_shot_Right Side(R),area_of_shot_U,shot_basics_Goal Area,shot_basics_Goal Line,shot_basics_Left Corner,shot_basics_Mid Ground Line,shot_basics_Mid Range,shot_basics_Penalty Spot,shot_basics_Right Corner,shot_basics_U
28024,3.0,1.0,2006-07,0.0,PHX,0,shot - 53,0,40600155,37.0,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28025,3.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600155,39.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28026,3.0,1.0,2006-07,0.0,PHX,0,shot - 30,0,40600155,49.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28027,3.0,1.0,2006-07,0.0,PHX,0,shot - 48,0,40600155,24.2,26.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28028,3.0,1.0,2006-07,5.0,PHX,0,0,shot - 3,40600155,29.0,24.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28029,3.0,1.0,2006-07,1.0,PHX,0,shot - 36,0,40600155,41.0,57.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28030,4.0,1.0,2006-07,0.0,PHX,0,shot - 39,0,40600155,63.2,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28031,4.0,1.0,2006-07,0.0,PHX,0,shot - 44,0,40600155,40.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28032,4.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600155,38.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28033,4.0,1.0,2006-07,0.0,PHX,0,shot - 47,0,40600155,35.0,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28034,4.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600155,38.0,45.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28035,4.0,1.0,2006-07,1.0,PHX,0,shot - 36,0,40600155,45.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28036,4.0,1.0,2006-07,1.0,PHX,0,shot - 8,0,40600155,45.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28037,4.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600155,47.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28038,4.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600155,36.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28039,4.0,1.0,2006-07,0.0,PHX,0,shot - 45,0,40600155,47.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28040,1.0,1.0,2007-08,0.0,DEN,1,shot - 56,0,40700141,42.0,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28041,1.0,1.0,2007-08,0.0,DEN,1,shot - 39,0,40700141,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28042,1.0,1.0,2007-08,5.0,DEN,1,0,shot - 4,40700141,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28043,1.0,1.0,2007-08,5.0,DEN,1,shot - 39,0,40700141,35.2,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28044,1.0,1.0,2007-08,0.0,DEN,1,shot - 36,0,40700141,44.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28045,1.0,1.0,2007-08,0.0,DEN,1,shot - 27,0,40700141,75.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28046,1.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700141,56.0,48.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28047,2.0,1.0,2007-08,0.0,DEN,1,shot - 35,0,40700141,40.0,51.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28048,2.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700141,45.0,63.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28049,2.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700141,34.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28050,3.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700141,35.0,36.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28051,3.0,1.0,2007-08,0.0,DEN,1,shot - 27,0,40700141,40.0,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28052,3.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700141,39.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28053,3.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700141,39.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28054,3.0,1.0,2007-08,1.0,DEN,1,shot - 30,0,40700141,33.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28055,3.0,1.0,2007-08,5.0,DEN,1,shot - 38,0,40700141,38.0,39.7616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28056,4.0,1.0,2007-08,0.0,DEN,1,shot - 1,0,40700141,36.0,77.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28057,4.0,1.0,2007-08,0.0,DEN,1,shot - 19,0,40700141,39.0,112.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28058,4.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700141,34.7,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28059,4.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700141,26.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28060,4.0,1.0,2007-08,1.0,DEN,1,shot - 36,0,40700141,45.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28061,4.0,1.0,2007-08,5.0,DEN,1,shot - 39,0,40700141,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28062,4.0,1.0,2007-08,0.0,DEN,1,shot - 22,0,40700141,40.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28063,4.0,1.0,2007-08,5.0,DEN,1,shot - 15,0,40700141,38.7,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28064,4.0,1.0,2007-08,1.0,DEN,1,0,shot - 1,40700141,20.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28065,4.0,1.0,2007-08,0.0,DEN,1,shot - 55,0,40700141,33.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28066,1.0,1.0,2007-08,0.0,DEN,1,0,shot - 4,40700142,20.0,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
28067,1.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700142,39.0,19.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28068,1.0,1.0,2007-08,1.0,DEN,1,shot - 52,0,40700142,34.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28069,1.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700142,39.0,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28070,1.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700142,39.0,61.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28071,1.0,1.0,2007-08,1.0,DEN,1,shot - 4,0,40700142,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28072,1.0,1.0,2007-08,1.0,DEN,1,0,shot - 1,40700142,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28073,1.0,1.0,2007-08,1.0,DEN,1,0,shot - 4,40700142,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28074,1.0,1.0,2007-08,1.0,DEN,1,shot - 49,0,40700142,39.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28075,1.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700142,45.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28076,2.0,1.0,2007-08,1.0,DEN,1,shot - 15,0,40700142,38.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28077,2.0,1.0,2007-08,5.0,DEN,1,0,shot - 3,40700142,40.2,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28078,2.0,1.0,2007-08,0.0,DEN,1,shot - 41,0,40700142,44.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28079,2.0,1.0,2007-08,0.0,DEN,1,shot - 47,0,40700142,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28080,2.0,1.0,2007-08,0.0,DEN,1,shot - 35,0,40700142,45.0,22.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28081,3.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700142,44.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28082,3.0,1.0,2007-08,0.0,DEN,1,shot - 52,0,40700142,33.0,105.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28083,3.0,1.0,2007-08,0.0,DEN,1,shot - 25,0,40700142,45.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28084,3.0,1.0,2007-08,0.0,DEN,1,0,shot - 3,40700142,42.0,57.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28085,3.0,1.0,2007-08,1.0,DEN,1,shot - 1,0,40700142,20.0,33.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28086,4.0,1.0,2007-08,1.0,DEN,1,shot - 4,0,40700142,38.2,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28087,4.0,1.0,2007-08,0.0,DEN,1,shot - 6,0,40700142,45.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28088,4.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700142,45.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28089,4.0,1.0,2007-08,5.0,DEN,1,shot - 52,0,40700142,32.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28090,4.0,1.0,2007-08,5.0,DEN,1,shot - 10,0,40700142,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28091,4.0,1.0,2007-08,1.0,DEN,1,0,shot - 3,40700142,47.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28092,4.0,1.0,2007-08,1.0,DEN,1,0,shot - 4,40700142,20.0,63.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28093,1.0,1.0,2007-08,5.0,DEN,0,0,shot - 3,40700143,45.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28094,1.0,1.0,2007-08,1.0,DEN,0,0,shot - 4,40700143,46.7,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28095,1.0,1.0,2007-08,5.0,DEN,0,shot - 36,0,40700143,46.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28096,1.0,1.0,2007-08,5.0,DEN,0,0,shot - 3,40700143,30.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28097,1.0,1.0,2007-08,0.0,DEN,0,shot - 1,0,40700143,26.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28098,2.0,1.0,2007-08,5.0,DEN,0,0,shot - 1,40700143,20.0,102.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28099,2.0,1.0,2007-08,5.0,DEN,0,0,shot - 3,40700143,26.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28100,2.0,1.0,2007-08,0.0,DEN,0,shot - 22,0,40700143,46.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28101,3.0,1.0,2007-08,1.0,DEN,0,0,shot - 3,40700143,66.2,11.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28102,3.0,1.0,2007-08,1.0,DEN,0,0,shot - 3,40700143,68.2,91.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28103,3.0,1.0,2007-08,0.0,DEN,0,0,shot - 3,40700143,36.0,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28104,3.0,1.0,2007-08,1.0,DEN,0,shot - 7,0,40700143,42.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28105,3.0,1.0,2007-08,1.0,DEN,0,shot - 22,0,40700143,43.0,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28106,3.0,1.0,2007-08,0.0,DEN,0,0,shot - 3,40700143,48.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28107,3.0,1.0,2007-08,0.0,DEN,0,shot - 36,0,40700143,45.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28108,3.0,1.0,2007-08,1.0,DEN,0,0,shot - 4,40700143,20.0,54.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28109,3.0,1.0,2007-08,0.0,DEN,0,shot - 23,0,40700143,63.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28110,4.0,1.0,2007-08,5.0,DEN,0,0,shot - 3,40700143,46.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28111,4.0,1.0,2007-08,5.0,DEN,0,0,shot - 3,40700143,82.72800000000002,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28112,1.0,1.0,2007-08,0.0,DEN,0,shot - 25,0,40700144,37.0,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28113,1.0,1.0,2007-08,1.0,DEN,0,shot - 24,0,40700144,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28114,1.0,1.0,2007-08,1.0,DEN,0,0,shot - 3,40700144,45.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28115,1.0,1.0,2007-08,5.0,DEN,0,shot - 55,0,40700144,79.36399999999999,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28116,1.0,1.0,2007-08,1.0,DEN,0,0,shot - 0,40700144,29.2,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28117,2.0,1.0,2007-08,1.0,DEN,0,0,shot - 3,40700144,46.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28118,2.0,1.0,2007-08,1.0,DEN,0,shot - 10,0,40700144,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28119,2.0,1.0,2007-08,1.0,DEN,0,0,shot - 1,40700144,20.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28120,2.0,1.0,2007-08,0.0,DEN,0,0,shot - 3,40700144,29.0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28121,2.0,1.0,2007-08,0.0,DEN,0,shot - 49,0,40700144,62.7,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28122,2.0,1.0,2007-08,0.0,DEN,0,shot - 24,0,40700144,46.0,42.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28123,3.0,1.0,2007-08,5.0,DEN,0,shot - 1,0,40700144,45.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28124,3.0,1.0,2007-08,1.0,DEN,0,shot - 1,0,40700144,29.0,78.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28125,3.0,1.0,2007-08,5.0,DEN,0,shot - 4,0,40700144,40.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28126,3.0,1.0,2007-08,5.0,DEN,0,shot - 4,0,40700144,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28127,3.0,1.0,2007-08,0.0,DEN,0,shot - 12,0,40700144,56.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28128,3.0,1.0,2007-08,0.0,DEN,0,0,shot - 3,40700144,45.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28129,4.0,1.0,2007-08,5.0,DEN,0,shot - 4,0,40700144,60.864,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28130,4.0,1.0,2007-08,1.0,DEN,0,0,shot - 3,40700144,37.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28131,4.0,1.0,2007-08,5.0,DEN,0,0,shot - 3,40700144,45.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28132,4.0,1.0,2007-08,1.0,DEN,0,0,shot - 4,40700144,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28133,4.0,1.0,2007-08,1.0,DEN,0,0,shot - 3,40700144,41.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28134,4.0,1.0,2007-08,0.0,DEN,0,shot - 36,0,40700144,41.0,36.64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28135,4.0,1.0,2007-08,1.0,DEN,0,0,shot - 0,40700144,30.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28136,1.0,1.0,2007-08,1.0,UTA,1,0,shot - 3,40700221,31.7,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28137,1.0,1.0,2007-08,1.0,UTA,1,0,shot - 1,40700221,25.7,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28138,1.0,1.0,2007-08,1.0,UTA,1,shot - 15,0,40700221,23.0,32.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28139,1.0,1.0,2007-08,5.0,UTA,1,0,shot - 3,40700221,43.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28140,1.0,1.0,2007-08,1.0,UTA,1,shot - 42,0,40700221,47.7,50.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28141,1.0,1.0,2007-08,0.0,UTA,1,0,shot - 4,40700221,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28142,2.0,1.0,2007-08,1.0,UTA,1,shot - 4,0,40700221,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28143,2.0,1.0,2007-08,1.0,UTA,1,shot - 26,0,40700221,20.0,80.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28144,3.0,1.0,2007-08,0.0,UTA,1,shot - 21,0,40700221,26.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28145,3.0,1.0,2007-08,5.0,UTA,1,shot - 4,0,40700221,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28146,4.0,1.0,2007-08,5.0,UTA,1,0,shot - 3,40700221,32.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28147,4.0,1.0,2007-08,5.0,UTA,1,shot - 30,0,40700221,40.0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28148,4.0,1.0,2007-08,0.0,UTA,1,0,shot - 3,40700221,33.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28149,4.0,1.0,2007-08,0.0,UTA,1,shot - 1,0,40700221,50.7,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28150,4.0,1.0,2007-08,0.0,UTA,1,shot - 54,0,40700221,28.864,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28151,4.0,1.0,2007-08,0.0,UTA,1,shot - 39,0,40700221,20.0,52.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28152,1.0,1.0,2007-08,1.0,UTA,1,shot - 10,0,40700222,20.0,70.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28153,1.0,1.0,2007-08,5.0,UTA,1,shot - 17,0,40700222,53.7,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28154,1.0,1.0,2007-08,0.0,UTA,1,shot - 39,0,40700222,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28155,1.0,1.0,2007-08,5.0,UTA,1,shot - 28,0,40700222,45.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28156,1.0,1.0,2007-08,0.0,UTA,1,shot - 52,0,40700222,44.0,94.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28157,2.0,1.0,2007-08,0.0,UTA,1,shot - 46,0,40700222,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28158,2.0,1.0,2007-08,1.0,UTA,1,shot - 8,0,40700222,50.36400000000001,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28159,3.0,1.0,2007-08,1.0,UTA,1,0,shot - 4,40700222,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28160,3.0,1.0,2007-08,5.0,UTA,1,0,shot - 3,40700222,32.7,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28161,3.0,1.0,2007-08,0.0,UTA,1,shot - 36,0,40700222,38.364,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28162,3.0,1.0,2007-08,1.0,UTA,1,shot - 15,0,40700222,23.0,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
28163,3.0,1.0,2007-08,1.0,UTA,1,shot - 15,0,40700222,28.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28164,3.0,1.0,2007-08,1.0,UTA,1,shot - 8,0,40700222,32.0,54.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28165,3.0,1.0,2007-08,1.0,UTA,1,shot - 15,0,40700222,60.7,64.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28166,4.0,1.0,2007-08,5.0,UTA,1,shot - 38,0,40700222,40.74,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28167,4.0,1.0,2007-08,5.0,UTA,1,shot - 27,0,40700222,52.86400000000001,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28168,4.0,1.0,2007-08,0.0,UTA,1,shot - 51,0,40700222,28.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28169,4.0,1.0,2007-08,5.0,UTA,1,shot - 29,0,40700222,41.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28170,1.0,1.0,2007-08,0.0,UTA,0,shot - 43,0,40700223,26.0,35.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28171,3.0,1.0,2007-08,0.0,UTA,0,0,shot - 3,40700223,33.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28172,1.0,1.0,2007-08,0.0,UTA,0,shot - 36,0,40700223,45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28173,2.0,1.0,2007-08,1.0,UTA,0,shot - 49,0,40700223,36.0,64.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28174,2.0,1.0,2007-08,0.0,UTA,0,shot - 15,0,40700223,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28175,3.0,1.0,2007-08,0.0,UTA,0,shot - 21,0,40700223,45.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28176,3.0,1.0,2007-08,5.0,UTA,0,0,shot - 3,40700223,27.0,36.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28177,3.0,1.0,2007-08,1.0,UTA,0,shot - 4,0,40700223,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28178,3.0,1.0,2007-08,1.0,UTA,0,shot - 44,0,40700223,26.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28179,3.0,1.0,2007-08,1.0,UTA,0,shot - 32,0,40700223,34.364000000000004,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28180,3.0,1.0,2007-08,1.0,UTA,0,0,shot - 3,40700223,41.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28181,3.0,1.0,2007-08,5.0,UTA,0,0,shot - 4,40700223,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28182,3.0,1.0,2007-08,0.0,UTA,0,shot - 32,0,40700223,45.0,23.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28183,4.0,1.0,2007-08,1.0,UTA,0,0,shot - 3,40700223,40.0,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28184,4.0,1.0,2007-08,5.0,UTA,0,0,shot - 3,40700223,38.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28185,4.0,1.0,2007-08,5.0,UTA,0,shot - 54,0,40700223,34.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28186,3.0,1.0,2007-08,1.0,UTA,0,shot - 56,0,40700223,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28187,4.0,1.0,2007-08,5.0,UTA,0,shot - 4,0,40700223,46.36400000000001,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28188,4.0,1.0,2007-08,0.0,UTA,0,0,shot - 3,40700223,44.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28189,4.0,1.0,2007-08,5.0,UTA,0,shot - 32,0,40700223,46.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28190,1.0,1.0,2007-08,1.0,UTA,0,shot - 4,0,40700224,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28191,1.0,1.0,2007-08,0.0,UTA,0,shot - 52,0,40700224,34.0,11.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28192,1.0,1.0,2007-08,0.0,UTA,0,0,shot - 4,40700224,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28193,1.0,1.0,2007-08,5.0,UTA,0,0,shot - 3,40700224,45.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28194,1.0,1.0,2007-08,1.0,UTA,0,shot - 39,0,40700224,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28195,1.0,1.0,2007-08,5.0,UTA,0,shot - 4,0,40700224,20.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28196,1.0,1.0,2007-08,0.0,UTA,0,shot - 39,0,40700224,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28197,1.0,1.0,2007-08,1.0,UTA,0,0,shot - 3,40700224,27.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28198,3.0,1.0,2007-08,0.0,UTA,0,0,shot - 3,40700224,46.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28199,2.0,1.0,2007-08,0.0,UTA,0,0,shot - 3,40700224,37.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28200,2.0,1.0,2007-08,1.0,UTA,0,shot - 44,0,40700224,24.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28201,2.0,1.0,2007-08,1.0,UTA,0,0,shot - 3,40700224,44.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28202,3.0,1.0,2007-08,1.0,UTA,0,shot - 4,0,40700224,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28203,2.0,1.0,2007-08,5.0,UTA,0,0,shot - 3,40700224,27.2,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
